Name,Address,Nationality,Telephone_Number,Website_url,Instagram_link,Facebook,Service_options
Ebbelwoi Unser,"Abtsg‰ﬂchen 8, 60594 Frankfurt am Main, Germany",German restaurant,+49 1520 4302659,http://www.ebbelwoi-unser.de/,https://www.facebook.com/RatskellerMuenchen/,https://www.facebook.com/RatskellerMuenchen/,Service options: Cash only ∑ Reservations required
